date,modal_price,arrivals_mt,price_lag_1,price_lag_3,price_lag_7,price_lag_14,price_lag_30,price_lag_60,rolling_mean_7,rolling_mean_14,rolling_std_7,weekly_arrival_change,day_of_week,month,quarter
2026-01-16,2585.5375939849623,64.84793233082706,2579.044976635514,2579.6652397260273,2579.588429752066,2578.964824120603,2510.333061889251,2512.755154639175,2570.460837312336,2576.081779313622,17.03530504777618,0.0710239347265964,4,1,1
2026-01-17,2585.509719222462,58.114859611231104,2585.5375939849623,2574.4511784511783,2555.615601173021,2604.841379310345,2519.78762541806,2515.142372881356,2574.7314256051127,2574.700946450202,16.429810551620868,0.727470987713311,5,1,1
2026-01-18,2531.5933333333332,57.85366666666666,2585.509719222462,2579.044976635514,2538.51572327044,2562.4928571428572,2510.833976833977,2511.0213114754097,2573.7425127569545,2572.4938376066643,18.982905983538032,0.004242745803160863,6,1,1
2026-01-19,2584.591328413284,64.5590221402214,2531.5933333333332,2585.5375939849623,2580.3955479452056,2595.7639109697934,2521.160831509847,2519.8651785714287,2574.34190996668,2571.6957959954852,19.291722328081537,-0.01941078172058741,0,1,1
2026-01-20,2580.922727272727,63.09361818181818,2584.591328413284,2585.509719222462,2579.6652397260273,2580.7683307086613,2481.1830985915494,2516.9218241042345,2574.5215510447806,2571.70682432149,19.355303849216774,-0.10054116382707001,1,1,1
2026-01-21,2575.1663879598664,61.37259197324414,2580.922727272727,2531.5933333333332,2574.4511784511783,2575.2334210526315,2531.8969494290377,2499.263925729443,2574.623723831736,2571.702036243435,19.356758122033266,-0.0788007095583787,2,1,1
2026-01-22,2557.719298245614,60.41356140350878,2575.1663879598664,2584.591328413284,2579.044976635514,2573.2307202680067,2528.766497461929,2476.214689265537,2571.5771983474638,2570.59407752755,20.204568028570993,0.2023482582856675,3,1,1
2026-01-23,2553.391304347826,59.73521739130435,2557.719298245614,2580.922727272727,2585.5375939849623,2579.588429752066,2521.4328621908126,2515.2844012441683,2566.984871256445,2568.7228542843905,20.15587272881456,-0.07884160305127041,4,1,1
2026-01-24,2545.9160714285713,31.296142857142858,2553.391304347826,2575.1663879598664,2585.509719222462,2555.615601173021,2520.9808306709265,2507.429095238095,2561.3286358573173,2568.030030731215,19.63979198188999,-0.4614777861203908,5,1,1
2026-01-25,2516.119266055046,38.92743119266055,2545.9160714285713,2557.719298245614,2531.5933333333332,2538.51572327044,2528.4481054365733,2511.827948303716,2559.118054817562,2566.4302837872588,23.94375630703412,-0.3271397746153706,6,1,1
2026-01-26,2515.2718446601943,23.543009708737863,2516.119266055046,2553.391304347826,2584.591328413284,2580.3955479452056,2511.9753963414637,2516.501594896332,2549.2152714242634,2561.778590695472,25.90677981238071,-0.6353258006665167,0,1,1
2026-01-27,2548.9323017408124,46.92189555125725,2515.2718446601943,2545.9160714285713,2580.922727272727,2579.6652397260273,2512.3333333333335,2513.0527559055117,2544.64521063399,2559.583380839385,21.89172814693135,-0.2563131279610331,1,1,1
2026-01-28,2543.2670095238095,49.52609523809524,2548.9323017408124,2516.119266055046,2575.1663879598664,2574.4511784511783,2548.0650793650793,2517.5379876796715,2540.088156571696,2557.355940201716,17.322800718564558,-0.19302585004579043,2,1,1
2026-01-29,2534.4915992292867,53.476955684007706,2543.2670095238095,2515.2718446601943,2557.719298245614,2579.044976635514,2546.568227194492,2471.139037433155,2536.769913855078,2554.173556101271,15.512713617583252,-0.11481868571148668,3,1,1
2026-01-30,2533.381205673759,60.610780141843975,2534.4915992292867,2548.9323017408124,2553.391304347826,2585.5375939849623,2560.007399328859,2522.4761904761904,2533.9113283302113,2550.448099793328,13.674049909053657,0.014657396235860709,4,1,1
2026-01-31,2533.318865740741,45.79502314814815,2533.381205673759,2543.2670095238095,2545.9160714285713,2585.509719222462,2580.142177589852,2511.5812937062938,2532.1117275176643,2546.720181687491,12.619066651713753,0.4632801031484346,5,1,1
2026-02-01,2494.1583333333333,37.33958333333333,2533.318865740741,2534.4915992292867,2516.119266055046,2531.5933333333332,2578.964824120603,2515.278785488959,2528.9744514145627,2544.0462531160624,18.579777788456546,-0.0407899471061578,6,2,1
2026-02-02,2533.2381852551985,50.4507561436673,2494.1583333333333,2533.381205673759,2515.2718446601943,2584.591328413284,2604.841379310345,2519.5637254901962,2531.541071499563,2540.3781714619136,17.58576166384049,1.1429187163331447,0,2,1
2026-02-03,2524.2073863636365,43.74352272727273,2533.2381852551985,2533.318865740741,2548.9323017408124,2580.922727272727,2562.4928571428572,2501.227592267135,2528.008940731395,2536.3270756826923,15.91409487325124,-0.06773751969403019,1,2,1
2026-02-04,2513.8288718929252,47.044187380497135,2524.2073863636365,2494.1583333333333,2543.2670095238095,2575.1663879598664,2595.7639109697934,2502.278917910448,2523.8034924984117,2531.945824535054,15.077663495584808,-0.05011313421069041,2,2,1
2026-02-05,2521.1040462427745,48.34595375722543,2513.8288718929252,2533.2381852551985,2534.4915992292867,2557.719298245614,2580.7683307086613,2461.793103448276,2521.8909849289093,2529.3304493919936,14.326334766722404,-0.09594790618039428,3,2,1
2026-02-06,2506.3445544554456,57.87726732673267,2521.1040462427745,2524.2073863636365,2533.381205673759,2553.391304347826,2575.2334210526315,2503.73488372093,2518.0286061834363,2525.969967256824,14.356785548859445,-0.04509944944965594,4,2,1
2026-02-07,2500.125,43.816732673267325,2506.3445544554456,2513.8288718929252,2533.318865740741,2545.9160714285713,2573.2307202680067,2503.57881773399,2513.2866253633306,2522.699176440498,13.940624986764693,-0.04319880936583431,5,2,1
2026-02-08,2488.1453125,58.13703125,2500.125,2521.1040462427745,2494.1583333333333,2516.119266055046,2579.588429752066,2509.90114379085,2512.4276223871398,2520.701036900851,15.422251261542646,0.5569812531384257,6,2,1
2026-02-09,2504.7367458866543,65.53654478976233,2488.1453125,2506.3445544554456,2533.2381852551985,2515.2718446601943,2555.615601173021,2506.131217838765,2508.3559881916335,2519.948529845598,12.49731719977698,0.29902007024702715,0,2,1
2026-02-10,2488.2971311475408,51.98231557377049,2504.7367458866543,2500.125,2524.2073863636365,2548.9323017408124,2538.51572327044,2513.331896551724,2503.2259517321913,2515.617446231793,12.274415305372054,0.18834314963301124,1,2,1
2026-02-11,2480.560576923077,53.131076923076925,2488.2971311475408,2488.1453125,2513.8288718929252,2543.2670095238095,2580.3955479452056,2517.0108695652175,2498.4733381650703,2511.138415331741,13.827229029506148,0.12938664437645708,2,2,1
2026-02-12,2489.839285714286,47.93990079365079,2480.560576923077,2504.7367458866543,2521.1040462427745,2534.4915992292867,2579.6652397260273,2479.433526011561,2494.0069438038577,2507.9489643663837,9.746031152063651,-0.008398902741968417,3,2,1
2026-02-13,2468.672379032258,58.0601814516129,2489.839285714286,2488.2971311475408,2506.3445544554456,2533.381205673759,2574.4511784511783,2509.1011235955057,2488.6252044576877,2503.326905320562,11.949842719657658,0.0031603794257877293,4,2,1
2026-02-14,2482.4627906976743,40.35074418604651,2468.672379032258,2480.560576923077,2500.125,2533.318865740741,2579.044976635514,2512.9452495974233,2486.1020317002126,2499.694328531772,10.938903712845846,-0.0791019383637297,5,2,1
2026-02-15,2504.3719298245614,52.26315789473684,2482.4627906976743,2489.839285714286,2488.1453125,2494.1583333333333,2585.5375939849623,2510.333061889251,2488.420119889436,2500.423871138288,12.974058332622116,-0.10103497252903082,6,2,1
2026-02-16,2453.000502008032,60.95510040160642,2504.3719298245614,2468.672379032258,2504.7367458866543,2533.2381852551985,2585.509719222462,2519.78762541806,2481.0292279067758,2494.6926080492044,16.41085613522192,-0.06990671239768487,0,2,1
2026-02-17,2466.7019323671498,56.07219806763285,2453.000502008032,2482.4627906976743,2488.2971311475408,2524.2073863636365,2531.5933333333332,2510.833976833977,2477.9441995095767,2490.5850756208843,16.84104298545508,0.0786783437543912,1,2,1
2026-02-18,2455.254518072289,65.77132530120481,2466.7019323671498,2504.3719298245614,2480.560576923077,2513.8288718929252,2584.591328413284,2521.160831509847,2474.3290482451785,2486.4011932051244,18.789249387757238,0.23790687315501646,2,2,1
2026-02-19,2434.8382352941176,56.30636554621849,2455.254518072289,2453.000502008032,2489.839285714286,2521.1040462427745,2580.922727272727,2481.1830985915494,2466.471755328012,2480.2393495659344,22.37935370163171,0.1745198595337052,3,2,1
2026-02-20,2430.4551401869157,54.88013084112149,2434.8382352941176,2466.7019323671498,2468.672379032258,2506.3445544554456,2575.1663879598664,2531.8969494290377,2461.012149778677,2474.8186771181827,26.10464711141875,-0.05477162714590633,4,2,1
2026-02-21,2433.6588366890383,51.26718120805369,2430.4551401869157,2455.254518072289,2482.4627906976743,2500.125,2557.719298245614,2528.766497461929,2454.0401563488717,2470.071094024542,25.937516262862296,0.27053867883264804,5,2,1
2026-02-22,2436.3333333333335,44.912810457516336,2433.6588366890383,2434.8382352941176,2504.3719298245614,2488.1453125,2553.391304347826,2521.4328621908126,2444.3203568501253,2466.3702383697805,13.877146340548546,-0.1406410889296975,6,2,1
2026-02-23,2429.0120981387477,71.12617597292724,2436.3333333333335,2430.4551401869157,2453.000502008032,2504.7367458866543,2545.9160714285713,2520.9808306709265,2440.893442011656,2460.9613349592155,14.330868727931607,0.16686176389355545,0,2,1
2026-02-24,2425.7572898799312,73.66969125214408,2429.0120981387477,2433.6588366890383,2466.7019323671498,2488.2971311475408,2516.119266055046,2528.4481054365733,2435.044207370625,2456.4942034401006,9.62438653202906,0.3138363358483929,1,2,1
2026-02-25,2408.4328231292516,76.56408163265306,2425.7572898799312,2436.3333333333335,2455.254518072289,2480.560576923077,2515.2718446601943,2511.9753963414637,2428.3553938073337,2451.3422210262565,9.50701864501775,0.16409516277833824,2,2,1
2026-02-26,2396.3126036484246,83.5320895522388,2408.4328231292516,2429.0120981387477,2434.8382352941176,2489.839285714286,2548.9323017408124,2512.3333333333335,2422.8517321436634,2444.6617437358373,14.804174786009353,0.48352834962633784,3,2,1
2026-02-27,2360.5320197044334,94.0176026272578,2396.3126036484246,2425.7572898799312,2430.4551401869157,2468.672379032258,2543.2670095238095,2548.0650793650793,2412.8627149318804,2436.937432355279,27.21045459991207,0.7131446515577682,4,2,1
2026-02-28,2354.046391752577,58.92909793814433,2360.5320197044334,2408.4328231292516,2433.6588366890383,2482.4627906976743,2534.4915992292867,2546.568227194492,2401.4895085123853,2427.7648324306288,33.07538223405707,0.1494507119281021,5,2,1
2026-03-01,2342.141891891892,33.43364864864865,2354.046391752577,2396.3126036484246,2436.3333333333335,2504.3719298245614,2533.381205673759,2560.007399328859,2388.0335883064654,2416.176972578295,35.60079683058918,-0.2555876974059771,6,3,1
2026-03-02,2350.828202247191,87.33102996254681,2342.141891891892,2360.5320197044334,2429.0120981387477,2453.000502008032,2533.318865740741,2580.142177589852,2376.8644603219573,2408.8789511668065,32.75224408098426,0.22783249300212094,0,3,1
2026-03-03,2379.1478260869567,39.83904347826087,2350.828202247191,2354.046391752577,2425.7572898799312,2466.7019323671498,2494.1583333333333,2578.964824120603,2370.205965494389,2402.6250864325075,24.968690586054045,-0.4592207079855055,1,3,1
2026-03-04,2440.09006993007,54.83797202797203,2379.1478260869567,2342.141891891892,2408.4328231292516,2455.254518072289,2533.2381852551985,2604.841379310345,2374.7284293230778,2401.541911565206,34.205115874824905,-0.28376373282867506,2,3,1
2026-03-05,2333.1117647058823,76.12670588235294,2440.09006993007,2350.828202247191,2396.3126036484246,2434.8382352941176,2524.2073863636365,2562.4928571428572,2365.699738045572,2394.275735094617,35.8594223817644,-0.08865315963698872,3,3,1
2026-03-06,2311.6362530413626,71.92245742092457,2333.1117647058823,2379.1478260869567,2360.5320197044334,2430.4551401869157,2513.8288718929252,2595.7639109697934,2358.714628522276,2385.788671727078,41.372297200547614,-0.23501072766055997,4,3,1
